Soil_Moisture,Nutrient_Level,Crop_Health,Temperature,Humidity,Precipitation,Yield_Percentage,Future_Temperature,Future_Humidity,Future_Precipitation
80,177,3,32,75,3,77,22,74,3
50,120,8,25,66,6,89,26,65,7
39,126,7,25,63,6,89,26,65,6
80,150,4,31,75,2,78,21,76,3
76,180,8,32,74,3,86,21,76,5
44,120,7,30,65,7,86,22,70,6
67,129,7,33,72,4,80,19,66,7
44,121,8,26,62,7,88,28,66,8
47,121,7,27,65,7,88,28,69,7
71,159,5,32,74,7,75,23,76,3
55,126,7,25,66,6,85,27,65,7
80,175,4,31,75,2,78,20,76,3
67,185,6,30,73,4,78,21,72,3
65,121,7,30,72,4,87,26,75,6
69,120,6,26,66,7,86,23,67,6
78,178,4,31,75,2,76,19,76,3
47,120,8,25,62,6,89,28,66,8
80,187,4,30,73,2,78,21,75,3
80,197,5,31,75,3,75,21,76,3
44,136,6,27,62,7,89,28,67,7
74,162,7,31,65,4,88,27,67,8
80,168,4,32,75,2,76,20,76,3
78,185,7,31,74,3,76,21,75,3
80,166,4,32,75,3,76,22,76,3
47,123,7,27,66,7,86,27,67,7
80,149,3,32,75,2,75,22,76,3
44,137,7,26,64,6,87,28,68,6
79,170,7,32,74,6,83,26,75,7
43,122,7,26,64,7,87,28,66,8
45,131,8,25,63,7,90,26,67,6
45,124,8,27,64,7,88,27,65,7
50,123,8,25,63,6,86,28,68,7
79,120,7,25,65,8,89,27,67,6
40,120,8,25,62,8,91,28,66,6
74,172,3,31,72,3,78,24,76,3
44,130,8,25,65,7,88,28,65,5
79,120,8,31,69,6,86,21,76,5
52,123,8,26,62,7,91,27,68,7
53,141,7,26,67,7,89,25,68,7
48,120,8,27,63,7,89,27,68,7
40,120,7,27,66,7,87,28,67,7
50,126,7,27,64,6,88,28,67,7
47,120,8,25,63,7,89,28,65,7
47,138,8,25,63,6,86,27,66,5
75,179,7,30,71,3,76,20,76,3
49,133,8,26,66,7,92,28,66,6
45,120,7,25,65,7,91,28,65,7
72,181,5,32,75,4,78,20,76,3
78,120,3,31,74,2,87,25,75,5
47,140,7,25,64,4,89,28,69,7
64,132,7,32,67,7,89,21,67,7
80,174,7,31,74,6,79,22,76,4
80,188,7,32,75,3,76,21,76,5
76,165,6,32,73,4,77,22,76,3
53,130,7,25,67,6,87,28,66,8
67,168,4,32,69,7,85,22,73,3
52,120,7,26,63,6,87,25,67,7
55,120,8,25,72,4,84,22,69,7
74,179,4,30,74,3,77,20,75,3
57,120,7,25,63,8,88,27,66,7
71,181,8,26,73,6,91,25,66,7
48,120,8,26,67,8,89,27,66,8
35,120,7,25,67,7,87,26,68,6
47,122,6,25,60,7,88,26,67,7
80,165,3,32,74,2,75,22,76,3
72,125,8,27,66,5,88,25,67,4
35,120,6,26,66,8,91,28,67,6
44,120,8,25,67,7,91,28,66,8
50,120,7,25,65,7,90,28,69,7
52,120,7,26,64,7,88,28,66,8
71,196,3,30,74,7,85,22,76,4
73,173,3,32,73,4,83,25,76,3
46,120,7,25,64,6,89,27,66,8
65,120,8,27,64,7,87,28,67,7
80,180,3,32,75,2,75,21,76,3
58,123,6,25,64,5,90,27,69,6
80,202,5,32,74,2,76,21,74,4
52,120,8,25,64,7,90,28,65,7
51,121,6,26,64,7,90,26,67,7
80,181,3,31,74,3,80,19,76,4
64,160,6,32,67,7,86,22,69,6
72,133,7,31,74,6,85,22,76,6
56,120,7,25,66,6,90,27,66,6
57,120,8,25,65,7,92,27,70,7
75,165,5,32,75,3,77,20,76,3
43,125,8,25,64,6,88,26,68,6
79,122,7,27,64,6,90,26,70,6
80,195,3,33,75,3,78,19,76,3
74,165,3,30,75,3,78,21,76,3
49,120,9,25,66,7,91,28,68,6
48,120,7,26,65,7,92,28,69,9
73,121,8,26,64,6,86,27,67,7
77,170,3,32,75,5,86,22,68,3
80,165,5,33,75,3,77,22,76,3
43,120,8,25,64,8,92,27,68,8
80,184,3,30,75,2,75,24,76,3
80,168,3,31,75,3,75,20,76,3
47,120,8,25,63,7,89,28,67,6
44,120,8,25,64,8,87,27,67,7
77,166,4,30,75,4,77,23,76,3
80,165,3,32,75,2,75,19,76,3
47,120,7,25,64,8,90,27,66,6
41,128,6,25,64,8,87,28,68,7
80,122,5,31,72,2,85,23,75,7
58,120,7,27,63,6,87,28,68,6
80,166,4,31,72,2,75,19,76,4
42,120,6,26,61,6,88,26,68,7
74,168,4,31,74,3,86,22,76,3
75,162,5,31,74,4,75,21,76,4
39,120,7,26,68,6,88,28,68,7
72,189,3,32,75,3,79,22,75,3
38,120,9,26,65,7,88,27,65,7
48,129,8,28,66,6,90,25,74,7
68,180,6,26,74,6,89,23,67,7
72,169,4,32,74,2,80,22,76,4
71,178,5,30,75,3,77,20,76,3
77,178,3,33,72,4,79,20,76,3
40,120,8,27,63,6,88,27,65,6
47,120,6,26,63,6,87,27,67,7
45,125,8,25,65,6,91,27,67,8
80,170,3,32,75,3,75,21,76,3
52,131,6,25,66,7,92,26,68,8
62,120,8,28,63,7,87,28,64,6
59,120,8,25,63,8,89,28,68,6
58,120,9,25,65,8,91,26,64,7
45,124,7,25,62,7,88,26,64,7
79,190,5,32,75,2,75,20,76,3
44,123,7,25,64,6,90,26,67,7
73,134,7,28,72,5,88,21,66,7
47,130,7,27,65,6,88,26,67,7
47,129,7,25,65,7,91,27,68,8
80,175,3,31,75,2,75,20,76,3
46,120,7,25,67,7,90,28,66,6
80,170,4,31,75,2,75,21,76,3
66,161,7,25,74,4,84,21,75,3
42,120,7,26,63,6,89,28,67,7
52,125,7,26,66,7,90,28,68,6
72,165,8,33,74,6,88,26,76,6
55,120,7,25,65,7,89,28,66,7
50,120,6,26,67,6,88,25,69,7
52,136,9,26,66,8,92,26,67,8
51,126,8,26,61,8,91,26,67,8
80,169,4,33,75,2,78,20,76,3
49,120,8,25,62,8,92,28,64,8
47,120,7,26,66,5,87,26,67,7
44,120,7,25,63,6,89,26,66,8
52,126,9,27,65,7,90,26,66,8
77,140,6,26,74,6,89,22,68,7
44,120,6,25,66,6,86,26,65,6
64,171,7,32,63,6,87,27,68,3
72,181,3,30,71,6,75,20,74,5
49,135,7,25,64,6,92,26,67,8
74,179,7,30,74,3,86,22,75,6
42,120,7,26,65,6,86,28,68,7
41,120,8,25,64,7,87,28,66,6
41,132,7,27,64,6,86,26,66,7
80,156,6,30,73,3,81,21,76,6
79,167,7,32,73,6,84,21,75,3
48,120,7,25,63,8,89,28,67,8
76,176,6,25,69,7,85,21,67,6
72,120,7,28,68,6,89,28,69,7
52,120,8,25,63,8,92,28,65,6
43,136,8,25,65,8,89,27,67,7
80,182,3,32,75,2,75,20,76,3
80,176,7,32,75,4,75,26,75,6
78,182,4,30,74,3,77,26,76,3
53,123,7,25,63,7,86,28,67,7
47,120,7,25,63,7,90,26,66,7
72,164,6,30,73,6,77,23,76,5
70,131,6,27,64,5,86,22,68,6
80,197,4,32,75,2,75,20,76,3
75,130,6,30,63,6,86,23,68,8
78,189,4,31,74,3,79,22,76,3
75,176,7,27,71,4,87,23,74,3
80,165,7,31,74,2,77,21,76,3
79,170,4,32,75,2,82,21,76,3
54,120,7,28,60,8,89,27,69,7
70,178,6,25,73,3,77,21,76,6
48,164,6,31,73,6,87,24,68,6
51,120,8,25,60,8,90,28,64,7
48,121,8,28,61,7,90,28,68,6
80,173,5,33,72,3,75,20,76,4
78,167,3,32,74,2,75,22,76,3
65,122,7,28,66,6,88,27,68,6
69,171,7,33,74,7,88,26,69,6
51,125,7,27,65,6,88,27,68,6
80,164,7,31,71,4,82,23,76,4
57,120,7,26,67,7,91,26,67,7
78,168,6,32,75,2,75,21,74,3
67,120,8,25,62,7,82,21,66,7
75,121,8,25,64,7,87,26,67,8
71,164,7,26,74,3,89,28,76,4
78,146,3,31,75,5,81,20,76,4
45,122,7,32,62,6,89,28,66,8
68,169,3,32,72,2,75,22,76,3
80,173,4,31,73,3,76,22,75,3
45,130,8,25,64,7,92,27,67,7
45,123,7,25,65,6,90,27,65,6
80,176,7,31,70,3,90,26,76,6
45,120,8,25,66,6,88,25,65,7
74,205,8,26,75,3,87,21,76,4
80,171,4,33,72,4,85,20,74,3
52,131,7,25,63,7,89,27,67,7
42,131,8,27,64,6,90,27,66,6
40,120,9,25,67,6,89,28,65,6
78,171,3,30,74,3,76,21,76,3
48,131,7,26,65,8,87,26,66,9
70,133,6,25,67,6,82,26,68,5
68,165,6,26,75,5,86,22,67,7
80,180,3,30,74,3,77,22,76,3
50,120,7,25,65,7,89,25,67,7
80,126,7,26,70,4,87,28,76,8
69,188,3,33,73,4,75,21,76,3
45,120,8,25,63,8,90,27,64,7
51,120,6,25,62,7,89,25,68,6
52,120,7,25,66,7,88,26,66,7
75,172,3,30,75,3,75,21,76,4
79,120,6,30,75,7,85,22,74,4
67,136,7,26,66,7,90,26,67,7
71,120,7,31,67,3,88,22,76,5
80,164,3,31,75,2,75,19,76,3
77,161,6,31,73,2,80,21,75,4
50,131,7,27,65,6,90,27,68,7
59,126,8,25,65,8,90,28,66,7
45,120,7,25,65,6,89,28,65,7
46,131,7,27,65,7,86,27,65,7
67,128,7,31,66,6,87,22,70,3
48,120,7,27,68,6,91,25,67,7
59,122,9,26,66,7,87,26,68,6
80,169,3,31,75,4,75,20,75,4
75,177,7,31,75,3,76,20,74,3
80,182,3,32,75,2,75,23,76,3
49,120,8,25,64,7,89,25,66,8
80,176,8,32,73,5,78,20,75,3
54,120,8,25,64,7,92,28,66,8
42,120,8,25,63,7,92,28,67,8
80,179,4,33,75,2,77,21,76,3
80,182,3,34,75,2,75,19,76,3
57,120,7,26,61,7,90,26,68,7
73,141,6,33,75,6,87,19,76,3
49,120,6,27,66,5,88,27,67,7
51,132,7,25,65,8,91,27,68,6
51,132,8,26,63,5,92,26,65,6
45,130,8,25,66,5,86,28,66,6
71,124,8,26,66,7,87,28,65,6
48,121,8,26,66,7,91,27,66,7
67,125,7,25,67,6,88,28,66,7
80,175,3,31,73,2,75,21,76,3
78,184,3,30,73,2,75,21,74,3
44,120,6,26,63,7,87,27,67,7
72,166,7,31,74,7,77,22,74,3
74,201,7,33,74,7,90,26,69,6
80,175,3,32,75,2,75,20,76,3
69,187,8,25,62,6,86,26,66,7
35,120,9,25,65,8,89,28,66,7
80,182,3,26,73,3,75,20,76,3
80,175,4,31,75,2,81,21,76,3
48,137,6,27,67,7,90,27,65,7
48,134,7,27,65,5,90,26,68,6
50,120,8,25,61,7,91,27,67,7
73,120,7,25,67,6,87,28,67,7
50,124,7,27,65,6,86,27,72,6
51,130,7,26,64,4,86,22,75,6
80,176,4,30,74,3,75,20,74,3
76,175,4,32,72,2,76,20,76,4
51,120,8,26,62,8,92,26,69,7
77,172,7,31,66,6,85,25,74,7
53,129,7,25,66,6,87,26,64,7
75,171,7,30,74,3,84,22,73,3
44,128,7,26,62,6,86,26,67,6
42,134,7,26,65,6,87,26,68,6
78,193,7,25,72,7,88,23,75,5
57,120,7,25,64,7,88,27,66,6
66,120,3,25,64,6,78,27,66,7
70,121,7,28,68,6,78,22,74,7
49,120,9,26,64,8,89,28,67,9
52,126,7,25,67,6,88,27,67,5
71,120,7,30,64,6,86,27,67,5
42,120,7,26,65,6,85,28,67,8
74,175,7,34,65,2,77,24,76,6
80,178,4,30,75,2,79,20,76,3
71,120,7,26,66,7,90,26,67,6
67,163,7,30,73,4,85,23,71,7
79,175,6,30,75,5,88,23,74,6
48,128,7,32,60,6,88,23,75,6
80,175,3,32,72,3,75,20,76,3
77,182,7,30,75,2,77,22,76,5
36,121,7,26,66,7,88,27,67,7
75,173,4,32,74,3,75,22,76,3
54,122,8,26,65,7,89,27,69,8
75,176,3,31,75,3,78,21,76,3
45,124,8,27,65,8,91,28,68,8
47,134,7,27,67,8,91,27,69,8
80,159,3,29,75,2,76,22,76,3
73,126,7,26,66,6,90,27,65,7
47,120,9,27,61,7,87,28,66,7
46,120,7,25,62,7,88,28,67,6
57,169,8,25,65,6,87,26,66,7
56,120,7,28,66,7,87,26,71,7
69,142,8,31,73,6,87,24,75,6
42,177,7,26,64,6,90,28,70,6
46,128,6,25,65,5,89,27,69,6
80,172,3,32,75,3,75,23,76,3
80,164,3,30,74,2,75,23,76,4
49,130,8,27,65,7,89,26,65,9
53,120,7,26,62,7,87,26,67,6
47,126,7,25,68,7,90,28,68,7
58,120,8,25,64,6,89,27,67,7
80,189,4,34,75,2,75,21,76,3
42,120,7,25,64,7,90,28,64,7
49,129,6,25,68,7,89,28,65,7
75,153,6,29,71,2,86,23,74,4
67,176,7,30,72,2,75,20,76,3
57,133,7,29,67,6,87,27,66,7
47,130,6,25,63,6,89,28,66,6
41,133,9,25,65,7,90,28,67,7
77,176,3,33,75,2,75,20,76,3
74,174,3,31,74,4,75,21,76,3
45,120,7,26,66,8,88,25,69,7
79,190,3,30,75,4,78,22,76,4
47,133,6,25,66,7,89,26,67,8
52,124,8,27,68,6,88,28,69,7
73,171,4,31,75,4,86,23,75,3
66,181,3,31,75,2,77,23,75,3
55,120,8,26,63,7,92,27,68,7
71,123,7,25,61,6,88,28,65,6
49,120,7,26,64,7,90,27,65,8
70,134,7,26,70,5,85,21,75,6
44,125,8,25,67,6,87,27,63,7
42,120,7,25,62,7,92,28,64,7
80,179,3,33,75,2,75,20,76,3
66,171,7,30,73,3,86,23,75,6
80,174,3,32,75,2,75,21,76,3
80,165,4,33,75,2,75,19,76,3
70,120,7,32,73,3,80,21,73,6
64,126,7,27,66,5,86,22,67,7
71,131,7,26,67,6,91,27,68,8
51,127,6,25,65,7,89,25,66,6
71,182,7,33,74,3,86,23,76,4
46,120,8,25,63,8,89,27,66,8
44,120,9,25,64,8,91,26,67,7
48,127,8,25,64,7,89,25,68,7
77,190,4,30,75,3,75,22,76,3
78,167,3,30,75,2,76,21,76,3
80,187,4,32,74,3,89,21,76,4
70,175,7,32,74,4,75,22,76,3
78,154,6,30,74,5,88,21,73,5
41,122,7,27,64,7,90,27,67,7
49,126,8,25,62,7,88,26,68,7
55,120,7,26,64,8,88,25,69,6
49,126,8,25,64,7,90,26,67,7
64,165,7,31,71,6,84,25,64,7
80,184,3,30,74,3,76,21,76,3
55,120,7,25,63,7,89,27,68,7
62,120,7,26,62,6,87,23,67,7
75,139,7,27,73,3,88,22,68,7
56,125,8,25,64,7,91,26,68,7
41,121,7,25,68,5,89,26,67,8
53,131,7,26,65,6,89,27,65,6
68,173,7,32,74,2,84,21,76,3
72,171,5,30,75,5,89,21,74,3
76,123,6,32,64,6,87,26,66,7
44,120,8,28,63,7,88,27,65,7
50,120,6,25,64,7,91,26,66,7
56,129,8,26,65,8,88,27,66,6
56,120,9,25,67,6,90,28,68,7
76,170,3,30,73,2,79,21,76,3
72,160,7,29,64,7,85,28,66,3
49,128,8,25,64,7,89,26,67,8
45,120,8,25,64,7,87,28,69,7
65,174,7,30,61,4,89,22,70,3
52,120,6,25,65,7,90,28,66,7
48,120,7,25,63,8,92,28,67,7
43,120,7,25,64,6,92,27,70,6
54,134,6,25,65,6,91,26,67,6
80,178,4,31,74,2,76,23,76,3
69,131,7,26,65,6,90,28,69,8
73,178,7,26,66,7,89,28,64,7
52,133,7,30,61,8,87,25,69,7
66,120,7,31,71,3,88,28,67,6
72,135,7,26,72,6,88,26,68,8
44,123,7,26,65,6,89,27,68,8
80,189,4,32,74,2,77,21,76,3
41,120,8,25,65,7,89,27,67,7
45,130,8,25,64,7,86,25,64,7
46,120,8,25,63,6,88,28,68,7
80,188,4,31,74,3,75,20,76,3
80,180,7,30,73,6,86,22,75,3
77,172,4,32,72,4,75,22,76,3
80,184,4,31,74,3,78,21,76,3
77,161,3,30,72,3,84,20,76,3
35,133,8,25,62,7,86,27,66,6
50,144,7,26,64,7,88,25,68,8
74,142,7,30,74,3,86,22,72,6
53,120,7,27,64,7,84,27,68,8
48,129,7,26,66,6,91,28,67,7
77,168,7,30,73,3,75,22,75,3
50,120,8,25,66,7,91,26,68,7
73,183,6,26,64,4,84,22,67,7
50,120,7,27,65,7,89,22,67,6
80,176,3,31,75,2,75,22,76,3
45,120,7,25,62,6,91,28,66,7
77,133,6,27,73,5,87,21,68,3
70,185,8,30,75,3,86,21,76,3
76,186,7,32,74,5,77,20,74,4
50,120,8,27,63,8,90,28,67,8
77,180,7,32,73,6,89,22,74,4
39,120,8,25,65,8,91,27,67,8
75,192,4,30,75,3,90,21,76,5
75,127,7,32,64,4,88,25,67,7
78,162,6,32,74,4,78,21,74,4
80,157,4,31,75,2,78,21,76,3
46,126,7,27,62,6,89,27,64,7
42,140,8,27,62,6,91,28,65,7
53,136,8,25,64,7,90,27,64,7
51,120,8,25,62,7,90,28,66,6
54,129,8,27,64,5,89,25,65,7
67,171,4,30,75,3,86,22,74,7
79,130,3,30,75,4,89,21,76,3
45,120,8,27,63,8,90,28,66,7
47,120,7,27,69,6,88,26,67,7
80,159,3,30,75,3,77,23,75,3
67,187,4,31,71,4,78,22,76,3
73,195,6,31,75,4,87,23,76,3
49,120,7,26,63,7,90,27,67,7
74,137,3,30,75,2,84,28,76,3
70,120,8,26,70,7,86,22,67,8
49,120,7,25,64,7,89,27,63,7
68,120,8,30,66,3,88,23,73,3
69,182,7,32,73,3,87,27,70,7
45,129,7,28,65,7,90,25,68,7
80,184,3,34,75,2,75,21,76,3
80,159,4,31,75,2,75,22,76,3
72,162,3,33,75,3,76,23,76,3
80,180,3,31,74,3,77,19,76,3
49,124,7,25,63,7,88,26,69,7
43,120,6,27,63,7,89,23,68,7
50,160,8,28,65,7,88,28,69,6
46,140,7,26,68,8,90,27,67,7
69,130,7,27,65,7,90,28,72,5
73,198,3,34,75,2,78,20,76,3
42,129,6,25,63,6,89,27,69,7
68,120,7,26,63,6,88,28,65,7
76,173,3,31,75,4,75,19,76,3
72,167,4,31,74,4,76,21,76,3
43,120,8,25,63,7,91,27,65,8
80,128,7,26,67,6,87,28,68,6
42,125,7,26,61,6,91,28,66,8
75,165,7,27,75,4,78,26,76,8
79,124,7,28,67,3,88,21,67,7
54,120,9,26,66,7,88,27,66,8
72,154,6,29,63,6,87,22,66,7
76,160,7,26,67,6,88,26,65,7
48,120,6,26,62,6,87,25,65,6
76,173,4,29,74,2,75,20,76,3
72,164,3,32,71,6,77,21,75,3
42,120,8,25,64,7,88,26,66,7
77,138,8,26,66,6,87,21,68,3
69,185,3,30,74,3,76,21,76,4
67,181,6,32,73,4,87,23,76,7
80,190,7,31,74,2,89,22,76,3
71,120,7,25,66,7,88,25,74,6
64,175,4,27,74,6,79,23,73,6
53,122,8,25,63,6,87,26,65,8
47,124,7,25,63,6,88,28,67,7
42,120,8,25,63,7,89,25,66,7
53,120,7,26,63,7,88,26,69,7
77,164,8,32,75,3,75,21,76,3
76,176,7,33,66,2,88,26,75,3
44,139,8,25,65,7,89,27,67,7
52,120,8,25,61,6,89,28,67,7
67,176,3,31,72,3,77,19,75,3
79,121,7,32,75,4,80,20,75,3
47,120,7,25,62,8,90,28,65,7
75,125,7,25,68,6,89,25,67,6
77,173,7,25,64,5,88,27,64,7
71,184,8,25,64,5,87,20,75,4
80,174,3,33,75,2,75,20,76,3
75,191,3,32,74,3,75,21,76,3
47,133,7,25,65,6,88,26,66,8
50,120,7,25,65,6,88,28,65,7
51,124,7,25,65,6,91,28,66,7
62,120,9,25,66,8,92,28,66,8
79,190,8,32,66,4,79,20,74,6
74,171,7,31,70,6,85,22,74,3
80,177,4,29,75,2,75,23,76,3
80,159,4,32,74,4,86,22,76,4
80,178,5,32,75,2,75,21,76,3
47,120,7,25,75,6,90,26,68,6
80,145,8,25,63,6,88,28,66,6
80,189,3,33,75,3,76,20,76,3
79,168,4,31,75,3,76,21,76,4
66,166,8,30,74,5,85,22,76,6
44,120,7,25,63,8,92,27,68,8
71,125,8,26,64,6,87,25,68,8
41,123,7,25,63,8,90,27,66,8
44,133,7,25,65,7,89,28,65,8
41,139,7,27,66,7,89,28,69,8
40,120,8,27,63,7,89,27,66,7
69,133,7,26,72,6,87,26,67,6
40,120,6,27,65,7,86,27,66,7
72,175,8,31,64,6,87,26,65,6
72,175,7,30,75,3,79,22,73,3
49,122,7,25,65,8,92,27,68,8
72,171,7,31,75,3,75,23,75,3
56,120,6,25,66,6,87,27,64,7
48,128,7,25,65,6,84,27,67,6
51,128,7,25,61,7,90,27,65,6
41,130,7,26,63,6,89,28,65,7
46,130,8,25,65,8,88,25,67,8
80,172,3,32,75,3,75,21,76,3
62,120,8,26,67,7,87,26,72,7
54,120,9,26,64,8,91,26,68,8
74,172,7,31,74,5,87,20,75,3
80,157,4,33,75,3,76,20,76,3
79,192,8,26,71,4,86,21,75,4
75,184,8,25,74,2,87,26,69,6
80,176,3,33,74,2,80,21,76,3
80,185,3,32,75,2,78,21,76,3
67,169,7,27,74,3,89,22,74,7
51,165,6,32,64,5,90,27,72,3
47,120,9,26,60,6,89,25,69,7
73,120,8,26,64,7,85,27,69,6
80,186,5,33,75,6,78,23,76,4
80,180,4,31,75,2,75,21,76,3
43,120,7,26,64,6,88,27,65,6
50,142,8,26,66,7,87,25,64,7
53,120,7,25,63,6,89,27,68,7
72,168,7,31,72,5,77,23,66,4
72,172,3,30,72,3,86,22,75,5
74,194,3,30,75,2,76,22,75,4
79,137,7,26,67,5,84,23,66,8
80,155,4,31,75,2,75,22,76,3
64,139,7,25,67,7,87,27,67,7
72,200,9,30,75,4,75,24,75,3
50,126,6,26,62,4,89,26,69,7
78,166,4,31,73,4,75,21,76,3
53,123,7,25,64,7,84,27,63,6
80,179,4,33,75,2,75,22,76,3
76,181,3,31,75,4,75,21,76,3
49,120,7,26,64,6,88,27,67,7
75,195,4,32,75,2,75,21,74,3
73,121,6,25,73,6,83,27,67,7
43,120,6,26,65,6,89,25,66,7
80,171,3,31,75,2,75,22,76,3
77,175,6,30,63,5,87,23,76,5
76,171,7,31,67,3,79,23,75,3
78,191,3,30,73,4,78,21,75,3
38,122,7,26,65,6,88,28,65,8
51,120,7,25,62,8,88,28,68,7
49,120,7,26,64,7,88,25,67,8
39,120,8,25,65,7,89,25,67,7
71,123,7,25,66,7,85,22,76,7
80,188,3,32,75,2,75,20,76,3
70,126,7,26,66,6,88,27,67,7
42,120,8,25,63,7,91,28,68,8
64,129,7,32,65,7,75,28,71,7
36,128,7,25,67,7,89,26,66,7
80,175,3,30,75,3,75,20,76,3
36,120,7,27,63,8,86,27,69,7
80,178,4,32,74,3,75,22,75,4
79,188,4,30,74,5,75,21,76,3
78,179,6,32,72,3,76,24,76,3
49,138,6,28,65,7,91,26,68,7
78,133,7,27,63,6,89,22,66,7
63,173,3,31,73,4,78,21,76,3
77,184,4,32,74,3,76,21,75,3
49,139,7,25,66,7,87,27,65,7
54,120,7,26,62,6,90,26,66,6
48,145,8,25,63,8,88,27,67,7
41,135,6,25,64,6,88,26,67,6
44,120,8,27,65,7,86,28,65,7
80,145,6,31,72,2,85,21,76,5
45,124,7,28,62,6,85,27,69,7
76,186,7,31,73,4,84,20,73,3
41,120,7,25,64,7,87,28,66,8
75,159,4,31,75,3,75,20,74,3
47,120,8,26,67,8,91,26,67,8
78,177,7,31,74,4,79,20,76,3
48,120,7,25,65,6,88,27,67,7
47,180,6,30,73,7,87,21,72,7
51,128,8,27,63,6,90,26,64,6
41,122,7,26,66,7,87,26,68,7
63,120,7,25,64,6,88,28,65,7
48,124,8,26,67,6,89,28,66,6
80,186,6,32,72,4,75,20,74,3
80,182,3,33,75,3,77,23,76,3
80,186,3,31,72,2,76,21,76,3
44,132,7,26,65,6,87,23,67,7
80,174,3,29,75,6,78,22,76,8
68,137,7,28,75,6,86,21,76,6
50,120,8,25,64,7,88,28,67,7
47,123,6,27,66,7,91,22,67,7
45,121,6,27,65,7,88,26,66,8
66,174,7,30,72,4,77,26,76,7
80,175,8,29,75,2,86,21,76,5
68,171,7,26,73,7,87,26,67,7
75,138,7,32,75,6,88,21,76,4
42,127,7,25,64,7,90,27,63,7
76,184,4,33,74,4,78,22,76,3
43,125,8,25,61,8,89,28,67,7
50,203,8,28,72,2,88,22,74,4
77,177,7,31,74,4,76,21,76,3
56,120,9,25,67,7,88,27,65,5
49,125,8,25,63,8,92,28,65,8
48,128,4,30,66,7,87,28,65,7
52,132,6,27,63,8,90,27,66,8
78,137,7,25,66,5,88,28,67,7
63,126,6,26,66,6,87,27,76,7
39,120,8,25,64,8,88,28,67,7
52,120,7,25,65,8,86,27,65,7
58,140,7,26,63,8,89,27,67,7
49,140,6,25,68,5,87,26,66,7
55,124,8,26,63,8,87,26,64,8
80,171,6,29,75,7,90,23,68,6
80,167,7,25,74,4,85,27,67,6
44,135,7,27,67,7,85,25,67,6
80,169,3,30,75,3,75,20,76,3
80,160,6,32,73,7,90,22,68,7
52,130,7,25,64,7,90,27,66,8
78,147,6,32,69,6,84,21,67,6
44,122,7,25,66,7,90,27,65,7
79,172,4,31,75,2,77,20,76,3
56,142,7,26,72,8,90,27,68,7
56,125,8,25,64,6,88,26,69,6
45,120,7,26,64,6,91,28,67,6
80,165,3,30,74,4,77,21,76,5
35,126,7,25,64,7,89,26,67,6
71,135,7,25,65,6,92,28,66,6
51,120,8,25,62,7,90,28,65,6
80,165,6,30,73,2,87,22,75,4
63,123,7,30,66,7,85,22,72,6
80,182,3,31,75,2,75,20,76,3
75,174,7,29,66,6,88,27,76,5
73,125,7,25,60,6,85,22,66,6
59,120,7,25,64,7,85,27,66,6
37,120,8,27,64,7,88,27,67,8
72,182,3,32,75,2,77,20,76,3
51,126,7,27,65,6,89,28,66,7
80,164,3,31,74,2,77,22,76,3
80,172,4,30,75,3,77,20,76,3
47,120,8,25,64,7,88,26,65,8
42,120,6,27,62,6,90,26,69,7
80,149,3,31,75,4,79,21,76,3
67,173,4,30,75,2,75,21,76,4
71,134,6,25,66,3,86,20,67,7
74,166,7,32,73,2,88,22,76,4
78,159,7,28,73,6,75,23,76,6
49,120,8,25,64,7,91,28,64,6
49,123,7,26,62,7,88,28,65,8
76,183,3,31,75,3,76,21,76,3
67,120,8,25,67,7,88,26,66,6
51,120,7,25,60,8,86,28,68,7
80,172,3,29,75,4,75,20,76,3
43,121,7,27,68,7,89,27,68,7
55,120,7,26,64,6,89,24,67,7
43,121,8,25,67,8,90,28,66,8
66,120,8,28,64,7,87,28,69,7
69,188,7,32,71,7,84,23,76,6
76,126,7,25,64,2,88,22,74,7
72,129,7,27,61,8,85,21,68,7
49,135,8,29,73,6,78,23,68,7
75,167,6,31,74,3,82,22,68,8
68,171,8,30,75,4,75,22,76,3
60,129,6,28,65,7,87,27,75,7
64,120,6,25,62,5,89,28,68,6
76,134,8,27,66,6,86,20,75,7
45,145,7,31,62,3,87,22,68,7
55,120,7,25,63,7,87,25,65,7
50,120,8,26,65,8,90,27,65,9
75,171,3,31,75,2,75,20,75,3
48,120,7,25,63,5,88,26,68,8
80,167,4,30,75,2,76,19,75,3
77,176,3,29,73,3,82,22,76,3
42,120,7,25,60,8,91,28,65,7
42,126,7,25,61,6,86,26,65,6
68,122,7,31,74,3,86,20,67,7
77,175,5,31,72,4,88,20,74,7
53,138,6,26,63,7,86,28,67,6
73,150,7,26,66,5,90,28,66,6
76,166,7,26,71,7,90,21,65,7
63,169,7,27,67,6,89,22,68,5
80,178,3,32,75,3,75,21,76,3
75,180,3,31,72,3,75,22,76,4
71,162,7,31,67,6,87,23,67,5
76,136,3,32,72,3,86,21,68,7
73,175,7,33,65,7,88,21,73,3
63,187,6,30,71,2,89,21,69,3
44,134,7,25,62,8,89,27,67,7
80,183,8,32,74,3,81,21,76,4
45,120,5,25,61,6,90,26,68,6
79,165,7,34,75,2,78,21,76,3
80,174,3,32,75,2,79,19,76,3
44,135,7,27,64,6,87,27,68,3
51,139,6,25,67,6,90,26,69,6
78,181,3,31,72,3,75,21,76,5
